Nazwa,Zdjecie,Gwiazdki,Region,Miasto,Start,Koniec,Dorosli,Dziecko3,Dziecko10,Dziecko18,Wyzywienie,Typ_pokoju,Znizka,Cena
LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,2023-08-04,2023-08-11,1,1,2,0,breakfastAndDinner,medium,0,8662.500000000002
LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,2023-11-14,2023-11-28,2,2,1,2,onlyBreakfast,medium,0,31500.0
LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,2023-05-31,2023-06-14,4,1,1,1,allInclusive,large,0,48125.0
LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,2023-07-03,2023-07-13,1,0,2,1,breakfastAndDinner,apartment,0,15125.0
LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,2023-09-16,2023-09-26,3,1,2,2,onlyBreakfast,apartment,0,28750.0
LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,2023-08-27,2023-09-03,1,2,2,2,allInclusive,apartment,0,17500.0
LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,2023-11-13,2023-11-27,1,0,2,2,breakfastAndDinner,studio,0,26950.000000000004
LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,2023-02-27,2023-03-13,3,1,2,2,allInclusive,apartment,0,50312.5
LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,2023-11-21,2023-11-28,3,2,0,0,onlyBreakfast,studio,0,12250.0
LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,2023-02-17,2023-03-03,2,2,1,1,onlyBreakfast,apartment,0,26250.0
LION ,https://www.coraltravel.pl/hotels_min/10/11851/6575/bułgaria-burgas-lion-wokol-basss.jpg,4,Bułgaria,Burgas,2023-10-23,2023-11-02,1,2,0,0,allInclusive,medium,0,9375.0
STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,2023-03-07,2023-03-17,4,0,2,1,onlyBreakfast,apartment,0,4312.5
STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,2023-11-17,2023-11-27,1,2,1,2,allInclusive,large,0,3281.25
STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,2023-09-30,2023-10-07,2,1,2,2,allInclusive,medium,0,3117.1875
STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,2023-10-24,2023-11-07,4,1,0,0,onlyBreakfast,apartment,0,4462.5
STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,2023-04-02,2023-04-12,1,0,0,0,breakfastAndDinner,large,0,825.0000000000001
STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,2023-11-16,2023-11-30,3,1,2,1,allInclusive,small,0,6562.5
STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,2023-01-01,2023-01-15,2,2,0,0,breakfastAndDinner,small,0,2887.5
STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,2023-06-05,2023-06-12,4,1,2,2,onlyBreakfast,studio,0,3543.75
STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,2023-04-09,2023-04-19,3,2,2,1,allInclusive,small,0,4921.875
STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,2023-06-01,2023-06-15,2,0,2,0,onlyBreakfast,medium,0,3150.0
STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,2023-09-18,2023-09-28,4,0,1,2,onlyBreakfast,small,0,4500.0
STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,2023-10-11,2023-10-21,3,0,0,0,onlyBreakfast,apartment,0,2250.0
STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,2023-07-03,2023-07-10,3,1,1,2,breakfastAndDinner,small,0,3031.875
STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,2023-01-10,2023-01-17,1,2,0,0,onlyBreakfast,small,0,787.5
STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,2023-12-13,2023-12-27,2,1,2,0,onlyBreakfast,small,0,3412.5
STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,2023-12-20,2023-12-30,2,1,1,1,onlyBreakfast,studio,0,2625.0
STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,2023-10-19,2023-10-29,4,1,2,1,onlyBreakfast,medium,0,4500.0
STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,2023-12-19,2024-01-02,4,1,0,0,breakfastAndDinner,apartment,0,4908.75
STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,2023-07-10,2023-07-20,4,1,0,1,onlyBreakfast,studio,0,3750.0
STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,2023-08-12,2023-08-22,1,0,0,1,allInclusive,medium,0,1640.625
STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,2023-12-07,2023-12-14,1,2,0,2,allInclusive,studio,50,984.375
STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,2023-01-08,2023-01-18,4,2,2,1,allInclusive,medium,50,2929.6875
STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,2023-02-16,2023-02-23,3,2,2,2,allInclusive,small,0,3937.5
STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,2023-12-15,2023-12-25,4,1,0,1,allInclusive,medium,0,4687.5
STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,2023-05-02,2023-05-16,3,2,2,2,allInclusive,studio,0,7875.0
STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,2023-09-04,2023-09-18,2,0,1,2,breakfastAndDinner,large,0,4620.0
STEP HOTEL,https://www.coraltravel.pl/hotels_min/10/11851/28266/bułgaria-burgas-step-hotel-budynek.jpg,1,Bułgaria,Burgas,2023-03-04,2023-03-11,4,0,0,2,onlyBreakfast,studio,0,2887.5
PERLA GOLDEN SANDS,https://www.coraltravel.pl/hotels_min/10/11857/30503/bułgaria-varna-perla-golden-sands-budynek-glowny.jpg,3,Bułgaria,Varna,2023-02-12,2023-02-22,2,2,0,1,breakfastAndDinner,apartment,0,10725.000000000002
PERLA GOLDEN SANDS,https://www.coraltravel.pl/hotels_min/10/11857/30503/bułgaria-varna-perla-golden-sands-budynek-glowny.jpg,3,Bułgaria,Varna,2023-10-20,2023-11-03,3,0,1,2,allInclusive,small,0,26250.0
PERLA GOLDEN SANDS,https://www.coraltravel.pl/hotels_min/10/11857/30503/bułgaria-varna-perla-golden-sands-budynek-glowny.jpg,3,Bułgaria,Varna,2023-11-15,2023-11-25,1,2,2,1,allInclusive,small,0,12187.5
PERLA GOLDEN SANDS,https://www.coraltravel.pl/hotels_min/10/11857/30503/bułgaria-varna-perla-golden-sands-budynek-glowny.jpg,3,Bułgaria,Varna,2023-10-17,2023-10-31,2,0,1,1,allInclusive,large,0,17062.5
PERLA GOLDEN SANDS,https://www.coraltravel.pl/hotels_min/10/11857/30503/bułgaria-varna-perla-golden-sands-budynek-glowny.jpg,3,Bułgaria,Varna,2023-05-04,2023-05-18,1,2,0,2,onlyBreakfast,studio,0,12600.0
PERLA GOLDEN SANDS,https://www.coraltravel.pl/hotels_min/10/11857/30503/bułgaria-varna-perla-golden-sands-budynek-glowny.jpg,3,Bułgaria,Varna,2023-01-12,2023-01-26,4,1,1,0,breakfastAndDinner,small,0,21945.0
PERLA GOLDEN SANDS,https://www.coraltravel.pl/hotels_min/10/11857/30503/bułgaria-varna-perla-golden-sands-budynek-glowny.jpg,3,Bułgaria,Varna,2023-12-20,2023-12-27,1,1,2,0,breakfastAndDinner,large,0,5197.5
PERLA GOLDEN SANDS,https://www.coraltravel.pl/hotels_min/10/11857/30503/bułgaria-varna-perla-golden-sands-budynek-glowny.jpg,3,Bułgaria,Varna,2023-12-23,2023-12-30,2,2,2,2,breakfastAndDinner,large,0,11550.0
PERLA GOLDEN SANDS,https://www.coraltravel.pl/hotels_min/10/11857/30503/bułgaria-varna-perla-golden-sands-budynek-glowny.jpg,3,Bułgaria,Varna,2023-07-31,2023-08-07,3,2,0,1,allInclusive,apartment,0,11156.25
